,promo_on_not_on_promotion_7,promo_on_not_on_promotion_6,promo_on_not_on_promotion_5,promo_on_not_on_promotion_4,promo_on_not_on_promotion_3,promo_on_not_on_promotion_2,promo_on_not_on_promotion_1,promo_on_not_on_promotion_0,promo_on_Save_7,promo_on_Save_6,promo_on_Save_5,promo_on_Save_4,promo_on_Save_3,promo_on_Save_2,promo_on_Save_1,promo_on_Save_0,promo_on_Pts_7,promo_on_Pts_6,promo_on_Pts_5,promo_on_Pts_4,promo_on_Pts_3,promo_on_Pts_2,promo_on_Pts_1,promo_on_Pts_0,promo_on_PWP_7,promo_on_PWP_6,promo_on_PWP_5,promo_on_PWP_4,promo_on_PWP_3,promo_on_PWP_2,promo_on_PWP_1,promo_on_PWP_0,promo_on_Multi Buy_7,promo_on_Multi Buy_6,promo_on_Multi Buy_5,promo_on_Multi Buy_4,promo_on_Multi Buy_3,promo_on_Multi Buy_2,promo_on_Multi Buy_1,promo_on_Multi Buy_0,promo_on_Bogshp_7,promo_on_Bogshp_6,promo_on_Bogshp_5,promo_on_Bogshp_4,promo_on_Bogshp_3,promo_on_Bogshp_2,promo_on_Bogshp_1,promo_on_Bogshp_0,promo_on_3 for 2_7,promo_on_3 for 2_6,promo_on_3 for 2_5,promo_on_3 for 2_4,promo_on_3 for 2_3,promo_on_3 for 2_2,promo_on_3 for 2_1,promo_on_3 for 2_0,promo_on_2 For_7,promo_on_2 For_6,promo_on_2 For_5,promo_on_2 For_4,promo_on_2 For_3,promo_on_2 For_2,promo_on_2 For_1,promo_on_2 For_0,promo_on_1 NOT FOR USE: expanded promo as not week aligned_7,promo_on_1 NOT FOR USE: expanded promo as not week aligned_6,promo_on_1 NOT FOR USE: expanded promo as not week aligned_5,promo_on_1 NOT FOR USE: expanded promo as not week aligned_4,promo_on_1 NOT FOR USE: expanded promo as not week aligned_3,promo_on_1 NOT FOR USE: expanded promo as not week aligned_2,promo_on_1 NOT FOR USE: expanded promo as not week aligned_1,promo_on_1 NOT FOR USE: expanded promo as not week aligned_0,promo_on_0 NOT FOR USE: multiple promos_7,promo_on_0 NOT FOR USE: multiple promos_6,promo_on_0 NOT FOR USE: multiple promos_5,promo_on_0 NOT FOR USE: multiple promos_4,promo_on_0 NOT FOR USE: multiple promos_3,promo_on_0 NOT FOR USE: multiple promos_2,promo_on_0 NOT FOR USE: multiple promos_1,promo_on_0 NOT FOR USE: multiple promos_0,period_len_7,period_len_6,period_len_5,period_len_4,period_len_3,period_len_2,period_len_1,period_len_0,p_sdayct_7,p_sdayct_6,p_sdayct_5,p_sdayct_4,p_sdayct_3,p_sdayct_2,p_sdayct_1,p_sdayct_0,prev_p_sales_units_7,prev_p_sales_units_6,prev_p_sales_units_5,prev_p_sales_units_4,prev_p_sales_units_3,prev_p_sales_units_2,prev_p_sales_units_1,prev_p_sales_units_0,p_olmp_7,p_olmp_6,p_olmp_5,p_olmp_4,p_olmp_3,p_olmp_2,p_olmp_1,p_olmp_0,p_lmp_7,p_lmp_6,p_lmp_5,p_lmp_4,p_lmp_3,p_lmp_2,p_lmp_1,p_lmp_0,w_olmp_7,w_olmp_6,w_olmp_5,w_olmp_4,w_olmp_3,w_olmp_2,w_olmp_1,w_olmp_0,w_lmp_7,w_lmp_6,w_lmp_5,w_lmp_4,w_lmp_3,w_lmp_2,w_lmp_1,w_lmp_0,sdayct_7,sdayct_6,sdayct_5,sdayct_4,sdayct_3,sdayct_2,sdayct_1,sdayct_0,prev_sales_units_7,prev_sales_units_6,prev_sales_units_5,prev_sales_units_4,prev_sales_units_3,prev_sales_units_2,prev_sales_units_1,prev_sales_units_0
46,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.14285714285714285,95.78571428571429,67189.92857142857,14234.0,494954.0,104926.0,0.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.14285714285714285,95.78571428571429,67189.92857142857,14234.0,443887.0,95097.0,3.0,718.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.14285714285714285,95.78571428571429,67189.92857142857,14234.0,491005.0,102175.0,0.0,636.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.03571428571428571,95.78571428571429,66743.07142857143,14169.0,474765.0,100613.0,0.0,632.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.03571428571428571,94.85714285714286,66743.07142857143,14169.0,457274.0,97178.0,0.0,633.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.03571428571428571,94.85714285714286,66743.07142857143,14169.0,492449.0,104926.0,0.0,690.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.03571428571428571,94.85714285714286,66743.07142857143,14169.0,444318.0,94015.0,1.0,714.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.03571428571428571,94.85714285714286,69093.10714285714,14691.285714285714,482253.0,101769.0,0.0,619.0
47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,0.03571428571428571,77.33928571428571,70633.5,15002.910714285714,515319.0,110266.0,0.0,566.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,0.03571428571428571,77.33928571428571,70633.5,15002.910714285714,512852.0,109683.0,0.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,0.03571428571428571,77.33928571428571,70633.5,15002.910714285714,477032.0,101663.0,1.0,584.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,0.03571428571428571,77.33928571428571,70633.5,15002.910714285714,527119.0,112543.0,0.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,0.03571428571428571,77.33928571428571,70633.5,15002.910714285714,475511.0,99221.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,0.03571428571428571,77.33928571428571,70633.5,15002.910714285714,464297.0,96754.0,0.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,0.03571428571428571,77.33928571428571,70633.5,15002.910714285714,437822.0,88912.0,0.0,519.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,77.33928571428571,65259.392857142855,14698.535714285714,484569.0,110210.0,0.0,487.0
48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.07142857142857142,90.85714285714286,65207.857142857145,23844.285714285714,458919.0,166666.0,0.0,741.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.07142857142857142,90.85714285714286,65207.857142857145,23844.285714285714,458098.0,164437.0,0.0,626.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.07142857142857142,90.85714285714286,65207.857142857145,23844.285714285714,426606.0,152089.0,1.0,607.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,90.85714285714286,60122.21428571428,22098.464285714286,467135.0,172527.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,98.0,60122.21428571428,22098.464285714286,420554.0,154178.0,0.0,748.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,98.0,60122.21428571428,22098.464285714286,410354.0,150697.0,0.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,98.0,60122.21428571428,22098.464285714286,385379.0,141355.0,0.0,688.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,98.0,55431.107142857145,21152.285714285714,426622.0,168157.0,0.0,614.0
49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,85.45714285714286,56150.54285714286,21555.542857142857,397082.0,147103.0,0.0,595.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,85.45714285714286,56150.54285714286,21555.542857142857,349857.0,134728.0,0.0,620.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,85.45714285714286,56150.54285714286,21555.542857142857,420561.0,156359.0,0.0,537.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.14285714285714285,85.45714285714286,59068.892857142855,22355.035714285714,396446.0,151380.0,1.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.14285714285714285,108.14285714285714,59068.892857142855,22355.035714285714,434948.0,164932.0,0.0,789.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.14285714285714285,108.14285714285714,59068.892857142855,22355.035714285714,390908.0,148076.0,3.0,821.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.14285714285714285,108.14285714285714,59068.892857142855,22355.035714285714,431627.0,161553.0,0.0,692.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.03571428571428571,108.14285714285714,59847.107142857145,22501.125,418551.0,156827.0,0.0,726.0
50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.03896103896103896,144.56493506493507,61466.642857142855,18603.467532467534,432117.0,137257.0,0.0,1137.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.03896103896103896,144.56493506493507,61466.642857142855,18603.467532467534,437441.0,135881.0,1.0,913.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.03896103896103896,144.56493506493507,61466.642857142855,18603.467532467534,470854.0,148391.0,0.0,1275.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,144.56493506493507,64547.642857142855,20303.821428571428,436581.0,138720.0,0.0,1272.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,155.10714285714286,64547.642857142855,20303.821428571428,446814.0,143461.0,0.0,1332.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,155.10714285714286,64547.642857142855,20303.821428571428,446720.0,141045.0,0.0,1326.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,155.10714285714286,64547.642857142855,20303.821428571428,477219.0,145281.0,0.0,936.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.05357142857142857,155.10714285714286,67949.19642857143,18982.446428571428,456878.0,128113.0,0.0,749.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,44.92857142857143,65672.35714285714,7536.5,440854.0,49233.0,0.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.09523809523809523,44.92857142857143,71009.83333333333,7812.261904761905,474527.0,51347.0,0.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.09523809523809523,51.595238095238095,71009.83333333333,7812.261904761905,505436.0,56981.0,1.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.09523809523809523,51.595238095238095,71009.83333333333,7812.261904761905,525248.0,58408.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.09523809523809523,51.595238095238095,71009.83333333333,7812.261904761905,545833.0,58739.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.09523809523809523,51.595238095238095,71009.83333333333,7812.261904761905,556637.0,58083.0,1.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.09523809523809523,51.595238095238095,71009.83333333333,7812.261904761905,374732.0,44557.0,2.0,374.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.07142857142857142,51.595238095238095,63639.78571428572,7936.071428571428,459346.0,55964.0,1.0,282.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,17.642857142857142,65672.35714285714,7536.5,440854.0,49233.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.09523809523809523,17.642857142857142,71009.83333333333,7812.261904761905,474527.0,51347.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.09523809523809523,21.428571428571427,71009.83333333333,7812.261904761905,505436.0,56981.0,1.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.09523809523809523,21.428571428571427,71009.83333333333,7812.261904761905,525248.0,58408.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.09523809523809523,21.428571428571427,71009.83333333333,7812.261904761905,545833.0,58739.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.09523809523809523,21.428571428571427,71009.83333333333,7812.261904761905,556637.0,58083.0,1.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.09523809523809523,21.428571428571427,71009.83333333333,7812.261904761905,374732.0,44557.0,2.0,157.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.07142857142857142,21.428571428571427,63639.78571428572,7936.071428571428,459346.0,55964.0,1.0,115.0
53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.07142857142857142,120.46428571428571,65207.857142857145,23844.285714285714,458919.0,166666.0,0.0,740.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.07142857142857142,120.46428571428571,65207.857142857145,23844.285714285714,458098.0,164437.0,0.0,854.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.07142857142857142,120.46428571428571,65207.857142857145,23844.285714285714,426606.0,152089.0,1.0,918.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,120.46428571428571,60122.21428571428,22098.464285714286,467135.0,172527.0,0.0,861.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,165.35714285714286,60122.21428571428,22098.464285714286,420554.0,154178.0,0.0,1190.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,165.35714285714286,60122.21428571428,22098.464285714286,410354.0,150697.0,0.0,1058.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,165.35714285714286,60122.21428571428,22098.464285714286,385379.0,141355.0,0.0,1193.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,165.35714285714286,57278.57142857143,22679.35714285714,426622.0,168157.0,0.0,1189.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,101.21428571428571,55950.82142857143,20823.64285714286,397082.0,147103.0,0.0,673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,101.21428571428571,55950.82142857143,20823.64285714286,349857.0,134728.0,0.0,697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,101.21428571428571,55950.82142857143,20823.64285714286,420561.0,156359.0,0.0,734.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.14285714285714285,101.21428571428571,59068.892857142855,22355.035714285714,396446.0,151380.0,1.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.14285714285714285,109.42857142857143,59068.892857142855,22355.035714285714,434948.0,164932.0,0.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.14285714285714285,109.42857142857143,59068.892857142855,22355.035714285714,390908.0,148076.0,3.0,795.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.14285714285714285,109.42857142857143,59068.892857142855,22355.035714285714,431627.0,161553.0,0.0,732.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.03571428571428571,109.42857142857143,59847.107142857145,22501.125,418551.0,156827.0,0.0,747.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,5.875,62928.08928571428,13655.30357142857,466772.0,106436.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,5.875,62928.08928571428,13655.30357142857,434841.0,97438.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,5.875,62928.08928571428,13655.30357142857,441081.0,97475.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,5.875,62928.08928571428,13655.30357142857,430477.0,89571.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,5.875,62928.08928571428,13655.30357142857,440631.0,92628.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,5.875,62928.08928571428,13655.30357142857,419373.0,87081.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,5.875,62928.08928571428,13655.30357142857,406229.0,83858.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.05714285714285714,5.875,68590.91428571429,14015.914285714285,435743.0,90131.0,0.0,34.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,2.4107142857142856,62928.08928571428,13655.30357142857,466772.0,106436.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,2.4107142857142856,62928.08928571428,13655.30357142857,434841.0,97438.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,2.4107142857142856,62928.08928571428,13655.30357142857,441081.0,97475.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,2.4107142857142856,62928.08928571428,13655.30357142857,430477.0,89571.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,2.4107142857142856,62928.08928571428,13655.30357142857,440631.0,92628.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,2.4107142857142856,62928.08928571428,13655.30357142857,419373.0,87081.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,2.4107142857142856,62928.08928571428,13655.30357142857,406229.0,83858.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.05714285714285714,2.4107142857142856,68590.91428571429,14015.914285714285,435743.0,90131.0,0.0,12.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,7.517857142857143,55431.107142857145,21152.285714285714,407644.0,165564.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,7.517857142857143,55431.107142857145,21152.285714285714,381277.0,151002.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,7.517857142857143,55431.107142857145,21152.285714285714,388257.0,150299.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,7.517857142857143,55431.107142857145,21152.285714285714,381495.0,138553.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,7.517857142857143,55431.107142857145,21152.285714285714,390120.0,143139.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,7.517857142857143,55431.107142857145,21152.285714285714,370894.0,135560.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,7.517857142857143,55431.107142857145,21152.285714285714,357833.0,132254.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.05714285714285714,7.517857142857143,60697.2,21909.62857142857,383235.0,142639.0,0.0,50.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,2.75,55431.107142857145,21152.285714285714,407644.0,165564.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,2.75,55431.107142857145,21152.285714285714,381277.0,151002.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,2.75,55431.107142857145,21152.285714285714,388257.0,150299.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,2.75,55431.107142857145,21152.285714285714,381495.0,138553.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,2.75,55431.107142857145,21152.285714285714,390120.0,143139.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,2.75,55431.107142857145,21152.285714285714,370894.0,135560.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,2.75,55431.107142857145,21152.285714285714,357833.0,132254.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.05714285714285714,2.75,60697.2,21909.62857142857,383235.0,142639.0,0.0,12.0
59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.05357142857142857,2.3392857142857144,71274.85714285714,15656.785714285714,515319.0,110266.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.05357142857142857,2.3392857142857144,71274.85714285714,15656.785714285714,512852.0,109683.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.05357142857142857,2.3392857142857144,71274.85714285714,15656.785714285714,477032.0,101663.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,2.3392857142857144,68026.75,14193.92857142857,527119.0,112543.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,3.0,68026.75,14193.92857142857,475511.0,99221.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,3.0,68026.75,14193.92857142857,464297.0,96754.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,3.0,68026.75,14193.92857142857,437822.0,88912.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,3.0,65259.392857142855,14698.535714285714,484569.0,110210.0,0.0,14.0
60,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.03571428571428571,5.178571428571429,69093.10714285714,14691.285714285714,469608.0,99766.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.03571428571428571,5.178571428571429,69093.10714285714,14691.285714285714,471867.0,101455.0,1.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.03571428571428571,5.178571428571429,69093.10714285714,14691.285714285714,510879.0,108366.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,5.178571428571429,70518.10714285714,14333.357142857143,478428.0,96873.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,3.1785714285714284,70518.10714285714,14333.357142857143,491873.0,98402.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,3.1785714285714284,70518.10714285714,14333.357142857143,488939.0,98826.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,3.1785714285714284,70518.10714285714,14333.357142857143,515267.0,107233.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.05357142857142857,3.1785714285714284,71274.85714285714,15656.785714285714,477203.0,107788.0,0.0,28.0
61,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,8.178571428571429,63556.25,13218.214285714286,450456.0,93729.0,0.0,69.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,8.178571428571429,63556.25,13218.214285714286,398824.0,85761.0,0.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,8.178571428571429,63556.25,13218.214285714286,478537.0,98383.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.14285714285714285,8.178571428571429,67189.92857142857,14234.0,451472.0,96354.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.14285714285714285,3.5,67189.92857142857,14234.0,494954.0,104926.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.14285714285714285,3.5,67189.92857142857,14234.0,443887.0,95097.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.14285714285714285,3.5,67189.92857142857,14234.0,491005.0,102175.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.03571428571428571,3.5,66743.07142857143,14169.0,474765.0,100613.0,0.0,32.0
